# from project org.mastodon.revised.mamut.ProjectManager@5c535f68
# TIME	X	Y	Z	TRACK_ID	PARENT_TRACK_ID

# one tree of tracks:
#	1	
33	213.3556795358179	91.11872349921893	138.23249274715465	3	0
34	213.2697740742391	90.96764850051245	138.16046521990998	3	0
35	213.17889254874032	90.82578118045046	138.093741654055	3	0
36	213.0901974737591	90.71957836683865	138.03873865860166	3	0
37	213.00097812555575	90.61226213764894	137.96892228347858	3	0
38	212.90236857307914	90.47407012398347	137.8849042349909	3	0
39	212.82203540610266	90.35735254870563	137.821590605818	3	0
40	212.72715119647074	90.22957978699701	137.74773851432644	3	0


# one tree of tracks:
#	5	
0	157.71468391124986	115.34563496487903	143.6334039469283	5	0
1	157.83695753616425	115.25524965002333	143.79412039197388	5	0
2	158.11650180562097	114.95941278065631	144.08282304914428	5	0
3	158.44558232931726	114.69042838018741	144.480187416332	5	0
4	158.57189152311105	114.41958041958041	144.78315992950138	5	0
5	158.4835886214442	114.16273427837504	144.88012558272285	5	0
6	158.30012305342217	114.0481605634998	144.751856409386	5	0
7	158.08726504751849	114.00004223864836	144.54508975712778	5	0
8	157.90565559218868	114.01424465297151	144.37758897624482	5	0
9	157.78789031140406	113.99425360206195	144.1924620779989	5	0
10	157.74320485095197	113.94330661917483	144.06614934486706	5	0
11	157.74691305458572	113.83943625989951	143.9610406199438	5	0
12	157.768796510136	113.74694209220768	143.9051407065264	5	0
13	157.77866173561537	113.58549066827213	143.82342822740173	5	0
14	157.78828556629836	113.37284185082873	143.7090814917127	5	0
15	157.79484956212607	113.16756264631925	143.60634700424868	5	0
16	157.77431736892612	112.92890168367792	143.44979499258483	5	0
17	157.73611596227732	112.7726597974153	143.31732448480614	5	0
18	157.6463788422804	112.59322182327699	143.1334617742359	5	0
19	157.55318309365134	112.4728603998597	142.98145387583304	5	0
20	157.41477347629302	112.27947444742277	142.78134200465792	5	0
21	157.26532769556025	112.1467582804792	142.60447498238196	5	0
22	157.12323757490307	111.99726824109975	142.4463782164258	5	0
23	156.97484027318794	111.8640229125358	142.29037232870675	5	0
24	156.8318436000176	111.74052221390515	142.15534322574965	5	0
25	156.69150436238652	111.62783114479598	142.02824535119416	5	0
26	156.53394083465398	111.52482831484416	141.9076421905265	5	0
27	156.37794026957977	111.38807153554752	141.75839133116025	5	0
28	156.2153852939879	111.29019452163557	141.62763001190947	5	0
29	156.05712398150186	111.19238053292226	141.49178595023122	5	0
30	155.90987578186943	111.12831468593076	141.39291692361905	5	0
31	155.75141093474426	111.03196649029982	141.26838624338623	5	0
32	155.60343078890506	110.94611280151696	141.1614411077303	5	0
33	155.45006616674019	110.87044552271725	141.0378914865461	5	0
34	155.32483120780196	110.81713075327656	140.95463571775298	5	0
35	155.18762413382177	110.75835282694091	140.86626649600564	5	0
36	155.0567916464731	110.70604044587391	140.78446490725648	5	0
37	154.92415037858777	110.65200739566825	140.70544990315196	5	0
38	154.79226436680455	110.61321834022705	140.63288744169674	5	0
39	154.67364624114722	110.5680728456429	140.56886464610918	5	0
40	154.56455874581644	110.54060243086137	140.51827549762197	5	0


# one tree of tracks:
#	7	
0	246.9343896451685	97.49308190136131	121.95369337201518	7	0
1	246.79994427417108	97.39918268784248	122.08535339463174	7	0
2	246.45257473783064	97.18696196587885	122.43222726561277	7	0
3	246.047050235583	96.90258145862366	122.83515827194904	7	0
4	245.6635508691935	96.63055001424907	123.14796238244514	7	0
5	245.3863918905996	96.3214593095534	123.38969111599886	7	0
6	245.31203731439086	96.10531045402028	123.56600624759297	7	0
7	245.3229135442984	95.8734209737507	123.70046674945404	7	0
8	245.35512253744795	95.67230353234045	123.85703249066484	7	0
9	245.34951999655604	95.44999784751819	123.985061776228	7	0
10	245.34892770667588	95.3169750951228	124.13870632998962	7	0
11	245.3800677142113	95.10087681222328	124.22944700060769	7	0
12	245.40332576815644	94.88892283519553	124.29848987430168	7	0
13	245.47257958287597	94.70397365532382	124.33901207464325	7	0
14	245.55184108527132	94.51836680761099	124.33615221987316	7	0
15	245.6080304236314	94.33032634651101	124.25820288316972	7	0
16	245.64616067465602	94.1757656458056	124.17403462050599	7	0
17	245.66708151835718	94.05818294959552	124.08391857053961	7	0
18	245.63771082728852	93.94254817320102	123.99065462151218	7	0
19	245.61055723695924	93.8808527683817	123.94303008723517	7	0
20	245.5501556247221	93.78839484215207	123.88532681191641	7	0
21	245.48402272323807	93.68728918870939	123.81768151961654	7	0
22	245.40215368253124	93.58760967827705	123.74177966852787	7	0
23	245.3292736935341	93.50757307351638	123.67825509300266	7	0
24	245.2592412451362	93.43615139724089	123.6233197736116	7	0
25	245.1857477151309	93.37480683473883	123.55870016336262	7	0
26	245.11930413281527	93.29472801130342	123.5036206287531	7	0
27	245.05361717162793	93.2301033477608	123.44744280540588	7	0
28	244.97740637573506	93.16275368085952	123.38506433213954	7	0
29	244.91029268724026	93.07914050756035	123.3136440003537	7	0
30	244.841706874419	93.00261165951042	123.24461068567129	7	0
31	244.78114924252463	92.93688441323263	123.19557440042401	7	0
32	244.70593696123072	92.87321515406039	123.15052384952035	7	0
33	244.62490034546903	92.80791035521304	123.07835060678536	7	0
34	244.54801984584034	92.77137414724905	123.04212811198724	7	0
35	244.47238964722567	92.71999645452934	122.99113632334692	7	0
36	244.40564241108996	92.66854156517118	122.95274369989814	7	0
37	244.3359738018321	92.60627516927026	122.91282028587865	7	0
38	244.2589447613993	92.53385520321967	122.86643669010658	7	0
39	244.18338412614284	92.4584603153571	122.81378914358906	7	0
40	244.11311099347097	92.39315334392094	122.76451385212634	7	0


# one tree of tracks:
#	9	
0	295.571890325457	62.976816763263486	158.3927775300936	9	0
1	295.8867519372608	63.068994491644105	158.14937914293716	9	0
2	296.6616570933984	63.12085923361398	157.3868911794791	9	0
3	297.6690921228304	63.23618157543391	156.4388518024032	9	0
4	298.70355731225294	63.32256401443547	155.4955605201352	9	0
5	299.79824224378063	63.36562289885698	154.59076937854192	9	0
6	300.5305384582275	63.354538802565315	154.09202427581457	9	0
7	301.08903082000944	63.197136611084915	153.77997342363582	9	0
8	301.4890839041096	63.01609589041096	153.603125	9	0
9	301.75964175522796	62.7577991086733	153.4688035653068	9	0
10	301.89969149027337	62.52506641528837	153.41143199931443	9	0
11	301.91582838964837	62.28282176940934	153.42588771386812	9	0
12	301.82120062101086	61.98464723132655	153.49068483698466	9	0
13	301.6493096134701	61.67991169977925	153.60104748301086	9	0
14	301.4453646691527	61.33956291735322	153.70518602029313	9	0
15	301.2788060479666	60.98983315954119	153.79953076120958	9	0
16	301.16115145453756	60.65125885985128	153.85515502022002	9	0
17	301.09760244115085	60.26883173496077	153.83578901482127	9	0
18	301.0536877541206	59.96336291697635	153.80890132470597	9	0
19	301.03545355191255	59.758338797814204	153.79248087431694	9	0
20	300.9989068648885	59.41591604722343	153.71075644949715	9	0
21	300.9320019228248	59.10081720054189	153.64703054669405	9	0
22	300.8490327088519	58.81536311629329	153.5964889296476	9	0
23	300.7499125874126	58.544842657342656	153.5451923076923	9	0
24	300.65223280608234	58.30206239622477	153.51284628156952	9	0
25	300.54177768071634	58.03149159205066	153.45053505132125	9	0
26	300.44393442622953	57.78212021857924	153.41167213114755	9	0
27	300.3359996503191	57.549392429408165	153.36318734155083	9	0
28	300.2508869519513	57.33507073715562	153.32723051990715	9	0
29	300.14175472442673	57.07725698250537	153.27824790634455	9	0
30	300.0446831835124	56.85897829423372	153.23402762552072	9	0
31	299.93762319856324	56.62324236716457	153.17731832318543	9	0
32	299.8378129521638	56.393387994913844	153.13399394922612	9	0
33	299.7337576821773	56.16676909569798	153.08586479367867	9	0
34	299.6265303435868	55.92509544078283	153.02075562771512	9	0
35	299.5188174401263	55.70922887972629	152.965698745504	9	0
36	299.4081354441513	55.48997361477573	152.8942832014072	9	0
37	299.309246138274	55.30612155085156	152.84416670334022	9	0
38	299.19641441282704	55.12690511849176	152.78186943881596	9	0
39	299.0839607273368	54.94509752124334	152.7208647030335	9	0
40	298.96538529204787	54.73438599577762	152.6475633356791	9	0


# one tree of tracks:
#	11	
0	302.48761523936463	118.99866711096301	84.89725647006553	11	0
1	302.4819954988747	119.00159414853714	84.88615903975995	11	0
2	302.4527166165056	119.01362268335181	84.87113891968953	11	0
3	302.36579411365796	119.06286450562864	84.9043808490438	11	0
4	302.17754128867176	119.09193998604327	84.92748313561293	11	0
5	301.79024676850764	119.05860752056404	85.01973168820994	11	0
6	301.395385491003	119.00345869270173	85.12206120572654	11	0
7	301.01376808426943	118.92302985270335	85.23051706805367	11	0
8	300.6988293876125	118.82052066043505	85.24080545120992	11	0
9	300.5020317210644	118.72517149473501	85.13291388124263	11	0
10	300.4010969723563	118.5976305397104	84.93299692847741	11	0
11	300.35294635779087	118.48740421034088	84.72910243988373	11	0
12	300.3629153743908	118.32055826318121	84.44160389898094	11	0
13	300.41542377422525	118.19067607394838	84.16133785835491	11	0
14	300.47405808830143	118.09549500944159	83.883418757306	11	0
15	300.5360075805433	118.04372349065969	83.5853262340944	11	0
16	300.59458233132176	118.02550024955761	83.27210853487	11	0
17	300.6418175202402	118.02838169744383	82.9693441280815	11	0
18	300.68632719985425	118.05219529969028	82.71069411550374	11	0
19	300.68809893218946	118.04472027014694	82.48005841014876	11	0
20	300.6672605180211	118.03289022886118	82.22232881092687	11	0
21	300.6313698630137	117.9892694063927	82.00954337899543	11	0
22	300.58457677389913	117.91530914898472	81.77029431895961	11	0
23	300.5110969329627	117.8519801303377	81.55890261131113	11	0
24	300.43698436574135	117.78048224622817	81.36323442271754	11	0
25	300.3717463645895	117.71290513743902	81.16542827186944	11	0
26	300.3046942585257	117.64344579520102	80.97805399990894	11	0
27	300.234249817917	117.58307538237436	80.80967771303715	11	0
28	300.17665256357765	117.49847595650789	80.61521313861972	11	0
29	300.1149096522292	117.44147825297375	80.42967402161082	11	0
30	300.0525360675075	117.37337809636149	80.21332002540605	11	0
31	299.992203789321	117.31470401595503	80.02751337140785	11	0
32	299.9332699533705	117.23572819050206	79.79292860699896	11	0
33	299.8751414731314	117.1875594187152	79.6333016433519	11	0
34	299.79434552127225	117.10511530968239	79.43591137691995	11	0
35	299.7266920358793	117.04349007882577	79.26261665307602	11	0
36	299.6625277563783	116.96333892237277	79.07386595368651	11	0
37	299.594201585504	116.90115515288788	78.90237825594564	11	0
38	299.5206495680101	116.850454607138	78.76468991722079	11	0
39	299.44321417273017	116.77113933203778	78.59429656076287	11	0
40	299.37464458184775	116.6956266642596	78.4445547682448	11	0


# one tree of tracks:
#	13	
0	247.61457174638488	119.61657397107898	99.39310344827587	13	0
1	247.50566002432407	119.69117784638414	99.35559921414539	13	0
2	247.1951469313795	119.91822264240132	99.19561963286851	13	0
3	246.78241920343302	120.18727370256136	98.95970229314737	13	0
4	246.37710961350152	120.49346235815909	98.71672138701688	13	0
5	246.0019378906061	120.81386560728647	98.43069618720023	13	0
6	245.84087642113516	120.98187916539618	98.23870714814653	13	0
7	245.76516173973616	121.03674517828378	98.05977622012277	13	0
8	245.73059659214712	121.02675731032379	97.93101494748768	13	0
9	245.7148162712457	121.00939397911478	97.84724953030104	13	0
10	245.68702925205815	120.98095112979506	97.77075669994746	13	0
11	245.67083425049526	120.92009685230025	97.69341844596082	13	0
12	245.68821629275632	120.83162971812912	97.60591176600735	13	0
13	245.73888149134487	120.72525521526853	97.54300932090545	13	0
14	245.80049853111367	120.56102554971957	97.45611145731327	13	0
15	245.85509383378016	120.37225201072386	97.39392314566577	13	0
16	245.88677641585397	120.16932092690347	97.3415496108079	13	0
17	245.9109371505256	119.97960187877432	97.32668306866474	13	0
18	245.8862497763464	119.77911969940955	97.27097870817677	13	0
19	245.86082727232161	119.6657891214136	97.25933693275624	13	0
20	245.79745989304814	119.5057486631016	97.21991978609626	13	0
21	245.7067562158075	119.36592091802696	97.18965440555085	13	0
22	245.5969181579999	119.22958390692304	97.12371774945602	13	0
23	245.4883875838181	119.13597406634398	97.08170877925308	13	0
24	245.3799512086937	119.06245287203372	97.05238412064759	13	0
25	245.2609506057782	118.98375715617095	97.02085829672036	13	0
26	245.13933737337993	118.90976246295395	96.95846419250674	13	0
27	245.03883881230118	118.85334924001414	96.90946447507953	13	0
28	244.9393403483951	118.7972411353789	96.85626492174374	13	0
29	244.83846426043877	118.74787685774947	96.80679405520169	13	0
30	244.7401435279525	118.68410560822184	96.72760698148312	13	0
31	244.6495219546742	118.64465297450425	96.68196706798867	13	0
32	244.5573276625908	118.59755449229134	96.61350345560872	13	0
33	244.47810477794522	118.56914280648878	96.56896551724138	13	0
34	244.3927891216725	118.53589936661204	96.52624352216858	13	0
35	244.29552093476144	118.49641497742763	96.46848720899354	13	0
36	244.20616868749448	118.4590671740862	96.41981591291265	13	0
37	244.1112781290066	118.43162827711217	96.36407445068305	13	0
38	244.02275040941885	118.40092063913602	96.32952684459788	13	0
39	243.93243243243242	118.38046078865752	96.28303057155516	13	0
40	243.84397571675456	118.33681924934639	96.22891833207781	13	0


# one tree of tracks:
#	15	
0	186.08576195773082	87.67842046718576	173.61090100111235	15	0
1	186.36380597014926	87.64319029850746	173.6829291044776	15	0
2	187.0269146264909	87.49584118016321	173.89414626490898	15	0
3	187.89353333333332	87.30026666666667	174.1564	15	0
4	188.7165561399497	87.11513834895952	174.45192087811571	15	0
5	189.52755754168467	86.90822161356975	174.6835327471049	15	0
6	190.0301880282905	86.73745040538209	174.75513196480938	15	0
7	190.3602275665891	86.53512628221705	174.72476510645635	15	0
8	190.5800310800311	86.35785202451869	174.6478459811793	15	0
9	190.68688226114097	86.19802323565112	174.5318623200971	15	0
10	190.74549167861645	86.06027028201451	174.42906183461523	15	0
11	190.73210544692736	85.88783170391062	174.29508554469274	15	0
12	190.63831279870215	85.71991055377735	174.15043626956637	15	0
13	190.48513412324363	85.61745143813593	174.00167378760517	15	0
14	190.28599955624583	85.56276902595962	173.87508320390504	15	0
15	190.07670378619153	85.49224944320713	173.76904231625835	15	0
16	189.88507389382508	85.37304103228111	173.67468857436265	15	0
17	189.74596864251575	85.24590163934427	173.595077500335	15	0
18	189.61162572157338	85.13433570501633	173.53336018257485	15	0
19	189.5306012884753	85.02393521832498	173.51328740157481	15	0
20	189.41974314225624	84.88530899002103	173.46458137557613	15	0
21	189.31128526645767	84.74025974025975	173.43287057769817	15	0
22	189.19580701518612	84.57035344711733	173.38906061013304	15	0
23	189.0662852545479	84.39838197827738	173.33795199570912	15	0
24	188.95840964931875	84.2758990395354	173.2930980567344	15	0
25	188.8443381465421	84.12861549465778	173.2473512450266	15	0
26	188.7301133827337	84.00209802696187	173.20123203285422	15	0
27	188.61386669047727	83.88829858475825	173.16496272155007	15	0
28	188.4994418895388	83.77425548064473	173.12939232932982	15	0
29	188.3724107142857	83.66357142857143	173.09857142857143	15	0
30	188.23210857627572	83.54073842582258	173.07138711549624	15	0
31	188.10117321675514	83.43681134853013	173.05986528081368	15	0
32	187.95439113731797	83.29411239167337	173.04194585901902	15	0
33	187.82955053167723	83.19265481190241	173.0291752300956	15	0
34	187.6777638752346	83.06667262489945	173.00053624095094	15	0
35	187.55953442739923	82.98492686407421	172.9834998216197	15	0
36	187.42648173750166	82.90286759131249	172.96722115684787	15	0
37	187.29713187991422	82.81384024303074	172.94777519656898	15	0
38	187.18733249955332	82.76188136501698	172.94318384849026	15	0
39	187.07059663528048	82.65625418358695	172.9246284974787	15	0
40	186.9478004818417	82.53885964129562	172.8952886588739	15	0


# one tree of tracks:
#	17	
0	167.37247502774696	99.76981132075471	171.91043285238624	17	0
1	167.10684318478462	99.80878239791161	171.90070855864255	17	0
2	166.49902075989033	99.83352918135527	171.9364669016843	17	0
3	165.810728071343	99.82224144815653	172.01610541727672	17	0
4	165.13829301688727	99.78480146052031	172.15181424007304	17	0
5	164.43258157389636	99.72192898272553	172.38833973128598	17	0
6	163.95274947332214	99.64693237026528	172.53377187325336	17	0
7	163.53014633309016	99.61374072007897	172.70278504913531	17	0
8	163.17451047749915	99.5808570937822	172.861817244933	17	0
9	162.8822089577876	99.5341177480998	172.97036973418645	17	0
10	162.6191957150879	99.51863850373634	173.05680100211654	17	0
11	162.34621557145957	99.54144437215355	173.09208414660594	17	0
12	162.0955753760056	99.54800629590765	173.05937390696047	17	0
13	161.91780882094534	99.47838692672642	172.9755315410297	17	0
14	161.78333333333333	99.40961199294533	172.88461199294534	17	0
15	161.6788657509969	99.28369517058042	172.76597252990695	17	0
16	161.57535038932147	99.17437152391547	172.655617352614	17	0
17	161.41519190478314	98.99424954308385	172.50202826193555	17	0
18	161.26543897980113	98.85263298702456	172.38373389218353	17	0
19	161.12165590919207	98.71546850656577	172.27843311818384	17	0
20	160.93934149804758	98.56451899183529	172.16409300674476	17	0
21	160.75587791677756	98.44614497382663	172.07408393221542	17	0
22	160.5904470191326	98.30789719003862	171.98339770053713	17	0
23	160.4043694053	98.16799610032793	171.87179828059914	17	0
24	160.2384445426425	98.05682722050376	171.77984975695978	17	0
25	160.062762802638	97.94321249944673	171.67998937724073	17	0
26	159.90651721235213	97.85756058659342	171.59753666208852	17	0
27	159.7595144211599	97.78769217137034	171.52966195560674	17	0
28	159.60920965242417	97.73801195483728	171.45831303962808	17	0
29	159.46345676824947	97.63173281360737	171.38957299787384	17	0
30	159.33430812175993	97.55071115246577	171.3372767956046	17	0
31	159.2034018426648	97.46040042523033	171.28959957476965	17	0
32	159.07570250864285	97.37824660934314	171.22865880684336	17	0
33	158.96080170273146	97.31132493792124	171.18734480312168	17	0
34	158.85525789684127	97.2807321515838	171.15558221155982	17	0
35	158.73515291607396	97.21332681365575	171.10690789473685	17	0
36	158.61724551963357	97.11993596300084	171.05412015831368	17	0
37	158.5148888888889	97.0624	171.01853333333332	17	0
38	158.40411263101794	96.99364896073904	170.97597264167703	17	0
39	158.2959424025599	96.94831340829296	170.9427136571708	17	0
40	158.19127068873465	96.89241857981847	170.9030521445097	17	0


# one tree of tracks:
#	19	
0	130.23290574456217	104.89581706636922	203.1786949247072	19	0
1	130.24129237090298	104.89336072462415	203.17499299654497	19	0
2	130.30071315372425	104.88470681458003	203.16307448494453	19	0
3	130.39774110645206	104.8551332341404	203.1413499256053	19	0
4	130.57558614254054	104.8578094016097	203.11162953458532	19	0
5	130.8594480247946	104.82712648201898	203.06916908545284	19	0
6	131.1113171722524	104.82386188016073	203.00680001766239	19	0
7	131.35635542568735	104.79461637224952	202.9472705538584	19	0
8	131.55084557681212	104.784810688446	202.89870833148387	19	0
9	131.6827871036504	104.74784616751043	202.84892086330936	19	0
10	131.7533570475767	104.70008892841263	202.80364606491773	19	0
11	131.78169265033407	104.61541202672606	202.75073496659243	19	0
12	131.77856122813282	104.56975187433059	202.695376651196	19	0
13	131.74186337625179	104.55767167381974	202.63850143061515	19	0
14	131.68068619546716	104.49601361641136	202.5769506405088	19	0
15	131.59178462641103	104.4424386310697	202.5242788030819	19	0
16	131.47614349775785	104.37390134529149	202.47681614349776	19	0
17	131.3274340248219	104.29804202697254	202.43398001702585	19	0
18	131.15647691618108	104.24912595248767	202.40273419991036	19	0
19	131.00390660080825	104.21549169286035	202.36946564885497	19	0
20	130.81783416565438	104.18630494443694	202.32725963917758	19	0
21	130.62286842577635	104.10940585173219	202.28845808651948	19	0
22	130.4390211106629	104.04670341983775	202.2427950338398	19	0
23	130.24561718154507	104.02022149486616	202.2070573465453	19	0
24	130.04034065441505	103.95082922456298	202.162483191394	19	0
25	129.86182062178483	103.92144934019235	202.13142473719526	19	0
26	129.67319209797085	103.86198265844284	202.0947081433807	19	0
27	129.48992088678318	103.81678809279042	202.05761408841013	19	0
28	129.3121813791253	103.74961989088632	202.02763616850012	19	0
29	129.15495036222163	103.72395134603345	202.0042482783293	19	0
30	128.99249094891164	103.66803736646851	201.98060161802172	19	0
31	128.82704514975413	103.6239159588735	201.95279392042914	19	0
32	128.66340351347728	103.56014483036074	201.9401010236467	19	0
33	128.51315378087455	103.53968466657734	201.93251150118363	19	0
34	128.35151055379535	103.4765496006069	201.91070552010353	19	0
35	128.19971443869355	103.44364626093164	201.90063358914867	19	0
36	128.05631727033182	103.4410700727971	201.88374793443793	19	0
37	127.90506413981139	103.40030393778216	201.86483708040942	19	0
38	127.7626861678409	103.32515829840364	201.8545438330509	19	0
39	127.61726246262329	103.31954299995537	201.83697058954792	19	0
40	127.48882431828342	103.31095216808225	201.8246759052302	19	0


# one tree of tracks:
#	21	
0	194.5094045631608	80.76972732331664	204.08514190317194	21	0
1	194.52841280209014	80.73910609312307	204.12354203601754	21	0
2	194.57389259114072	80.70552724421795	204.24131713053706	21	0
3	194.65275281272883	80.66040876106784	204.39491378736435	21	0
4	194.743688878781	80.56993404594041	204.5478166931999	21	0
5	194.7709876248268	80.57164699698983	204.70342586841224	21	0
6	194.71637764932564	80.49505459216442	204.8290301862556	21	0
7	194.6043230261183	80.46725565038383	204.92499035038813	21	0
8	194.43224729203237	80.39726848482253	204.98570021834996	21	0
9	194.20445378872392	80.36878915300781	205.03333905432078	21	0
10	193.9547959359394	80.35035302221456	205.08158257275701	21	0
11	193.69384222597256	80.34938768445194	205.1205590895322	21	0
12	193.41882424611634	80.34776554545059	205.16248205038946	21	0
13	193.10067466923684	80.32568124069044	205.1650749145711	21	0
14	192.7888991187689	80.35617519400236	205.15410583541583	21	0
15	192.46545886284684	80.39571698693989	205.1087463172244	21	0
16	192.13809397632926	80.34455043278572	205.03859742095037	21	0
17	191.85819708351747	80.3543526292532	204.98007070260715	21	0
18	191.59289026275115	80.2902185913005	204.92395672333848	21	0
19	191.40560367686052	80.2836308997702	204.89088739614635	21	0
20	191.16370138183746	80.22069665798419	204.86402366341443	21	0
21	190.9676592736591	80.16965626932932	204.85035786869312	21	0
22	190.77677231394014	80.12483446631941	204.85229981460228	21	0
23	190.59977084435045	80.05050237969328	204.85245901639345	21	0
24	190.43611209023618	79.98872047937962	204.85865350722594	21	0
25	190.28313199894188	79.96702230843842	204.86434176880346	21	0
26	190.13807697394523	79.89727990124763	204.87717674029008	21	0
27	189.98059879183384	79.81824595440716	204.88853124035452	21	0
28	189.83504382680704	79.74443906091706	204.89300973439634	21	0
29	189.67467066132087	79.65792836057629	204.90016301713882	21	0
30	189.52440903288286	79.63701192939209	204.91187216621913	21	0
31	189.37980091613812	79.6026250880902	204.92758985200845	21	0
32	189.22316782785077	79.54458065085105	204.9398095070112	21	0
33	189.06801340860974	79.48725299929428	204.95624558927312	21	0
34	188.90933168535358	79.43352167387658	204.96729054471618	21	0
35	188.75755303665153	79.3697349270057	204.97569796674458	21	0
36	188.6119133574007	79.32680285286608	204.99185524346217	21	0
37	188.4809207341226	79.29408916861054	205.00611768848202	21	0
38	188.33642926313937	79.26045426534026	205.0234615723215	21	0
39	188.21417246542765	79.21831234035056	205.0399013476614	21	0
40	188.0848519613467	79.16701231081498	205.051317124829	21	0


# one tree of tracks:
#	23	
0	298.55515895147795	51.51600669269381	219.0430563301729	23	0
1	298.50764497482754	51.50643296662316	219.05826962520976	23	0
2	298.3392332724819	51.55345662354155	219.0923882847845	23	0
3	298.0206994520733	51.57728471893391	219.17783941013326	23	0
4	297.5933791016989	51.62531999069118	219.34006283453573	23	0
